Datetime,Content Type,Category,Sentiment,Score
2020-12-24 21:03:48,audio,education,positive,45
2021-03-04 11:36:17,audio,education,positive,65
2020-09-02 13:23:13,audio,education,negative,5
2020-08-28 10:07:29,audio,education,negative,5
2020-07-23 13:25:44,audio,education,positive,72
2021-04-06 00:58:43,audio,education,negative,15
2021-01-04 20:14:47,audio,education,negative,5
2020-07-29 14:02:28,GIF,studying,positive,70
2020-08-01 20:51:26,GIF,studying,negative,0
2020-07-24 01:39:39,GIF,studying,positive,70
2021-05-18 08:10:45,GIF,studying,negative,12
2020-08-14 21:22:32,GIF,studying,positive,75
2020-09-07 03:54:42,GIF,studying,positive,60
2020-11-20 13:55:55,GIF,studying,positive,30
2020-10-12 18:45:41,GIF,studying,positive,75
2021-04-06 20:01:13,GIF,studying,positive,30
2021-04-19 07:25:25,GIF,studying,positive,70
2020-11-03 07:04:30,GIF,studying,neutral,35
2021-01-22 08:27:15,GIF,studying,positive,60
2021-05-24 00:52:27,GIF,studying,positive,72
2021-01-03 13:18:55,GIF,studying,positive,45
2021-05-25 13:04:25,GIF,studying,positive,30
2021-01-05 09:33:46,GIF,studying,positive,70
2021-04-15 07:50:05,GIF,studying,positive,50
2020-12-14 09:59:10,GIF,studying,positive,30
2021-01-03 12:00:15,GIF,studying,positive,70
2021-01-16 16:11:26,GIF,studying,positive,72
2021-03-13 21:25:53,GIF,studying,neutral,35
2021-06-09 06:13:55,GIF,studying,negative,15
2020-11-30 14:15:55,GIF,studying,positive,65
2020-06-21 18:52:17,GIF,studying,positive,72
2021-02-08 09:54:48,GIF,studying,negative,0
2020-10-02 04:15:29,GIF,studying,neutral,20
2021-03-15 08:09:05,GIF,studying,positive,60
2020-07-27 13:52:10,GIF,studying,negative,5
2021-02-25 15:01:24,GIF,studying,positive,70
2020-09-23 07:41:38,GIF,studying,neutral,20
2020-08-16 07:57:16,GIF,studying,positive,65
2020-10-28 18:03:42,GIF,studying,positive,30
2020-12-12 08:06:36,video,studying,negative,12
2020-12-02 12:08:54,video,studying,positive,30
2021-02-13 00:55:00,video,studying,negative,0
2021-05-27 15:28:55,video,studying,positive,60
2020-07-23 03:03:30,video,studying,positive,70
2021-02-19 06:35:53,video,studying,positive,65
2021-02-09 20:27:00,video,studying,negative,5
2020-08-18 00:18:08,video,studying,neutral,20
2020-11-21 03:38:02,video,studying,negative,15
2020-06-28 14:28:18,video,studying,neutral,20
2021-05-11 11:31:04,video,studying,positive,50
2021-02-03 16:27:11,video,studying,positive,72
2020-08-11 22:43:24,video,studying,positive,75
2020-12-09 04:02:39,video,studying,negative,10
2021-05-06 04:39:04,video,studying,positive,60
2021-02-08 13:08:53,video,studying,neutral,20
2020-12-05 01:10:36,video,studying,negative,0
2021-01-15 07:01:27,video,studying,negative,10
2020-07-22 21:47:53,video,studying,positive,75
2020-11-07 17:18:01,video,studying,negative,10
2021-04-26 17:41:24,video,studying,positive,60
2020-11-19 14:17:28,video,studying,positive,75
2021-06-11 14:06:00,video,studying,positive,65
2020-09-18 08:47:55,video,studying,positive,70
2021-04-21 06:15:22,video,studying,negative,12
2020-07-21 06:22:13,video,studying,positive,60
2020-11-07 07:31:18,video,studying,neutral,35
2020-10-23 03:29:29,video,studying,neutral,20
2020-07-23 12:16:35,video,studying,neutral,35
2020-08-09 10:53:04,video,studying,positive,65
2021-01-05 05:55:23,video,studying,negative,12
2020-12-13 05:34:28,video,studying,positive,50
2020-11-07 10:20:39,video,studying,positive,75
2021-01-22 05:03:39,video,studying,negative,10
2021-01-12 20:05:10,video,studying,positive,60
2021-05-07 13:08:41,video,studying,positive,50
2021-03-16 06:02:00,video,studying,negative,12
2020-11-06 01:07:12,video,studying,neutral,20
2021-04-24 06:42:45,photo,travel,positive,60
2021-06-04 22:00:53,photo,travel,positive,75
2020-07-29 23:40:23,photo,travel,positive,70
2020-07-05 04:21:50,GIF,travel,positive,75
2020-08-10 10:05:50,GIF,travel,neutral,20
2020-11-22 15:54:38,GIF,travel,negative,0
2021-05-29 05:56:03,GIF,travel,neutral,20
2020-12-20 06:06:58,GIF,travel,neutral,20
2020-09-07 15:43:20,GIF,travel,positive,50
2021-04-02 01:20:03,GIF,travel,positive,70
2020-11-02 16:14:43,GIF,travel,neutral,35
2021-02-20 03:14:36,GIF,travel,negative,5
2021-01-17 19:26:49,GIF,travel,positive,72
2021-05-21 06:33:11,GIF,travel,negative,15
2020-07-18 21:46:37,GIF,travel,neutral,35
2021-05-14 18:03:26,GIF,travel,positive,72
2020-09-19 21:36:42,GIF,travel,negative,10
2020-09-13 11:04:57,GIF,travel,positive,75
2021-04-30 02:06:02,GIF,travel,negative,10
2021-03-07 20:34:17,GIF,travel,positive,50
2020-12-30 19:04:00,GIF,travel,negative,0
2021-03-26 11:32:47,GIF,travel,neutral,35
2020-11-29 03:10:02,GIF,travel,neutral,35
2020-09-09 06:45:17,GIF,travel,positive,45
2021-03-24 16:10:23,GIF,travel,negative,10
2020-09-26 19:14:32,GIF,travel,positive,72
2020-08-05 05:14:47,GIF,travel,negative,5
2021-04-28 15:54:56,GIF,travel,positive,75
2021-05-27 01:24:03,GIF,travel,positive,30
2021-01-16 12:23:19,GIF,travel,positive,72
2021-01-16 19:27:45,GIF,travel,negative,0
2020-08-29 18:39:21,GIF,travel,neutral,20
2020-10-30 00:41:36,GIF,travel,negative,10
2020-08-17 18:17:08,GIF,travel,positive,45
2020-11-10 04:00:23,audio,fitness,positive,70
2020-08-14 11:27:36,audio,fitness,neutral,35
2020-07-26 10:17:36,audio,fitness,neutral,35
2021-02-23 07:32:17,audio,fitness,neutral,20
2021-01-11 03:38:03,audio,fitness,positive,60
2020-08-10 02:31:56,audio,veganism,positive,60
2021-01-05 07:04:16,audio,veganism,positive,75
2021-06-01 09:11:33,audio,veganism,neutral,20
2021-04-05 01:32:27,audio,veganism,positive,60
2021-01-31 21:08:26,audio,veganism,negative,5
2020-11-19 02:26:18,audio,veganism,positive,70
2020-07-28 13:33:31,audio,veganism,negative,12
2020-11-12 04:28:05,audio,veganism,negative,5
2020-12-25 07:20:15,audio,veganism,positive,45
2020-12-06 12:01:19,audio,veganism,negative,10
2021-02-19 07:39:00,audio,veganism,neutral,35
2021-01-22 23:38:29,audio,veganism,positive,50
2020-06-30 18:29:27,audio,veganism,positive,75
2020-08-20 08:36:38,audio,veganism,neutral,20
2021-01-17 03:21:49,audio,veganism,positive,70
2020-10-20 01:09:14,audio,veganism,positive,75
2021-05-17 05:18:57,audio,veganism,positive,60
2021-04-12 04:25:55,audio,veganism,positive,50
2021-04-30 06:08:44,audio,veganism,positive,60
2021-05-26 12:35:27,audio,veganism,neutral,35
2020-07-17 18:37:15,audio,veganism,negative,15
2020-08-12 12:47:54,audio,veganism,positive,60
2020-09-08 19:23:51,audio,veganism,negative,15
2021-01-18 04:25:00,audio,veganism,negative,0
2020-09-30 08:40:26,audio,veganism,positive,30
2021-04-08 01:20:39,audio,veganism,negative,10
2020-07-07 09:28:46,audio,veganism,positive,75
2020-10-17 22:08:07,audio,veganism,positive,45
2020-09-25 13:54:24,audio,veganism,positive,60
2021-01-27 06:54:58,audio,veganism,negative,10
2021-01-09 17:06:53,audio,veganism,positive,70
2021-03-04 17:51:31,audio,veganism,negative,12
2020-09-26 23:26:25,audio,veganism,positive,72
2021-01-26 01:53:31,audio,veganism,neutral,20
2020-11-15 09:35:45,audio,veganism,positive,60
2020-08-01 04:51:46,audio,veganism,positive,50
2020-08-10 16:44:14,audio,Culture,positive,45
2020-11-04 15:25:36,audio,Culture,positive,60
2020-09-14 20:10:19,audio,Culture,positive,65
2020-10-29 15:20:23,audio,Culture,positive,72
2020-08-22 11:05:05,audio,Culture,negative,0
2020-10-01 06:34:16,audio,Culture,positive,45
2021-02-27 16:18:45,audio,Culture,positive,70
2020-07-11 20:37:18,audio,Culture,positive,50
2021-02-05 13:17:08,audio,Culture,positive,72
2021-01-29 10:38:34,audio,Culture,positive,70
2021-01-28 02:15:34,audio,Culture,negative,10
2021-05-07 07:54:07,audio,Culture,negative,0
2020-07-27 19:12:36,audio,Culture,positive,70
2020-07-26 13:45:35,audio,Culture,negative,15
2021-04-21 21:02:41,audio,Culture,positive,70
2021-03-16 17:11:55,audio,Culture,positive,70
2021-01-18 12:31:31,audio,Culture,positive,65
2020-06-22 18:08:20,audio,Culture,positive,75
2020-09-23 09:41:43,audio,Culture,positive,30
2021-01-12 02:31:37,audio,Culture,negative,15
2020-11-07 10:51:09,audio,Culture,positive,70
2021-01-16 16:10:02,audio,Culture,neutral,20
2020-12-15 22:33:02,audio,Culture,negative,5
2020-06-26 01:33:43,audio,Culture,neutral,20
2020-12-22 09:39:08,audio,Culture,neutral,20
2020-10-19 10:29:44,audio,Culture,neutral,35
2020-12-19 17:23:28,audio,Culture,negative,12
2020-12-10 04:39:35,audio,Culture,positive,50
2020-08-06 22:46:23,audio,Culture,positive,50
2020-10-31 20:24:36,audio,Culture,positive,72
2020-09-08 06:38:49,audio,Culture,neutral,20
2021-05-27 08:53:44,audio,Culture,neutral,20
2020-08-28 11:01:28,audio,Culture,positive,72
2020-12-09 15:02:57,audio,Culture,positive,45
2021-05-17 22:43:11,audio,Culture,negative,10
2021-03-06 01:03:42,audio,Culture,negative,15
2020-07-17 05:43:54,audio,Culture,negative,12
2021-05-17 15:28:12,audio,Culture,positive,45
2020-07-22 20:51:09,audio,Culture,positive,30
2021-02-21 19:46:19,audio,Culture,neutral,20
2021-01-06 04:42:03,audio,Culture,negative,15
2020-08-10 20:30:42,photo,travel,negative,10
2021-01-01 07:25:48,photo,travel,positive,45
2021-01-27 03:55:18,photo,travel,positive,30
2020-08-29 14:50:04,photo,travel,positive,45
2020-12-10 05:40:41,photo,travel,positive,70
2020-07-20 05:54:02,photo,travel,negative,5
2021-02-12 16:44:56,photo,travel,negative,12
2021-06-13 04:01:34,photo,travel,positive,30
2020-12-07 04:38:03,photo,travel,positive,72
2020-10-05 17:45:20,photo,travel,positive,75
2020-10-17 16:42:02,photo,travel,positive,70
2021-03-12 19:52:59,photo,travel,neutral,20
2021-03-26 15:38:00,photo,travel,negative,10
2020-09-02 14:41:32,photo,travel,positive,70
2021-03-16 17:24:13,photo,travel,positive,30
2020-09-12 03:55:33,photo,travel,negative,15
2020-11-12 10:25:33,photo,travel,negative,0
2020-08-28 20:02:41,photo,travel,negative,5
2020-12-19 22:25:34,photo,travel,positive,70
2020-11-08 19:19:07,photo,travel,positive,72
2020-12-05 05:54:57,photo,travel,negative,0
2020-10-16 22:16:36,photo,travel,positive,72
2020-09-16 02:18:20,photo,travel,negative,10
2020-08-12 01:11:11,photo,travel,negative,12
2020-09-06 06:45:37,photo,travel,negative,15
2020-07-04 09:05:04,photo,travel,positive,50
2020-07-14 18:30:05,photo,travel,negative,0
2021-05-24 10:42:00,photo,travel,negative,5
2021-02-21 22:43:45,photo,travel,positive,60
2020-09-29 19:13:01,photo,travel,negative,15
2021-01-08 22:31:22,photo,travel,negative,12
2021-02-11 00:34:48,photo,travel,negative,10
2021-04-06 05:28:56,photo,travel,positive,65
2021-01-01 17:31:07,photo,travel,positive,50
2021-03-04 09:46:26,photo,travel,neutral,20
2020-09-03 11:58:25,photo,travel,negative,10
2021-04-05 15:09:34,photo,travel,positive,30
2020-11-12 21:49:44,photo,travel,positive,30
2020-10-19 17:04:45,photo,travel,negative,10
2021-02-21 01:32:30,photo,travel,positive,75
2020-09-13 07:57:52,photo,travel,negative,12
2021-04-01 02:50:21,photo,travel,neutral,35
2021-04-30 14:08:05,photo,travel,negative,12
2020-12-21 08:28:25,photo,travel,negative,10
2021-04-19 06:15:25,photo,travel,negative,0
2020-09-30 20:27:20,photo,travel,positive,65
2020-12-12 15:22:33,photo,travel,negative,10
2021-02-03 15:43:18,photo,travel,negative,10
2021-04-19 06:41:26,video,travel,negative,5
2020-12-01 23:14:29,video,travel,positive,65
2020-07-16 23:07:47,video,travel,positive,70
2020-12-08 15:45:22,video,travel,positive,45
2020-11-04 14:29:58,video,travel,positive,65
2020-10-19 19:24:53,video,travel,neutral,35
2020-06-20 03:55:57,video,travel,positive,50
2020-12-07 05:12:56,video,travel,positive,70
2020-08-26 15:35:15,video,travel,positive,72
2021-06-15 04:01:47,video,travel,positive,60
2020-09-29 18:19:39,video,travel,positive,70
2021-03-17 06:40:17,video,travel,positive,60
2021-03-10 19:38:18,video,travel,negative,10
2021-03-27 16:29:33,video,travel,positive,65
2020-07-01 23:11:32,video,travel,positive,70
2020-09-04 11:20:09,video,travel,negative,15
2021-03-05 01:11:17,video,travel,negative,5
2020-11-11 06:50:28,video,travel,negative,12
2020-10-12 18:19:16,video,travel,positive,45
2020-07-22 06:29:08,video,travel,positive,30
2020-06-20 17:43:01,video,travel,positive,45
2021-03-24 13:00:10,video,travel,positive,30
2021-04-08 12:30:02,video,travel,positive,72
2021-01-09 04:12:47,video,travel,positive,50
2020-10-28 18:20:11,video,travel,positive,70
2020-08-07 07:03:59,video,travel,positive,60
2021-03-09 18:00:38,video,travel,neutral,35
2020-09-17 13:14:06,video,travel,positive,70
2021-02-14 07:58:23,video,travel,positive,30
2021-02-08 08:14:49,video,travel,negative,15
2021-02-03 19:13:30,video,travel,negative,15
2020-12-19 04:54:36,video,travel,negative,0
2020-07-25 09:16:14,video,travel,neutral,35
2020-06-20 05:40:43,video,travel,positive,60
2020-08-10 04:47:41,video,travel,positive,70
2021-06-14 10:41:25,video,travel,negative,10
2020-08-13 08:44:15,video,travel,positive,70
2020-08-23 19:28:36,video,travel,positive,60
2021-02-01 23:09:36,video,travel,positive,50
2021-01-13 15:16:48,video,travel,negative,10
2020-06-28 07:37:02,video,travel,negative,0
2021-04-10 08:24:51,video,travel,positive,65
2021-02-19 07:43:05,GIF,healthy eating,positive,45
2020-08-03 04:44:37,GIF,healthy eating,neutral,20
2020-10-30 12:19:36,GIF,healthy eating,positive,65
2021-04-24 20:26:28,GIF,healthy eating,positive,65
2020-06-24 20:39:32,GIF,healthy eating,negative,15
2020-12-07 11:46:12,GIF,healthy eating,neutral,20
2020-07-10 12:26:54,GIF,healthy eating,negative,15
2021-03-11 19:02:15,GIF,healthy eating,negative,0
2020-12-29 12:39:45,GIF,healthy eating,neutral,20
2020-07-13 01:32:41,GIF,healthy eating,negative,5
2020-08-16 05:24:35,GIF,healthy eating,negative,15
2020-08-07 10:04:34,GIF,healthy eating,negative,0
2020-07-12 18:40:53,GIF,healthy eating,positive,60
2020-08-11 08:37:20,GIF,healthy eating,negative,5
2021-01-20 23:50:34,GIF,healthy eating,positive,60
2020-06-21 03:22:59,GIF,healthy eating,positive,65
2021-04-07 14:23:16,GIF,healthy eating,positive,70
2020-10-24 14:50:14,GIF,healthy eating,positive,72
2021-02-21 04:39:38,GIF,healthy eating,positive,70
2020-11-09 06:39:22,GIF,healthy eating,positive,72
2020-07-06 07:13:06,GIF,healthy eating,neutral,20
2021-04-20 23:40:05,GIF,healthy eating,negative,15
2020-07-06 04:24:23,GIF,healthy eating,neutral,20
2021-04-03 20:45:07,GIF,healthy eating,positive,72
2020-11-23 01:44:59,GIF,healthy eating,positive,50
2020-11-22 09:17:53,GIF,healthy eating,positive,72
2021-01-19 05:01:34,GIF,healthy eating,positive,30
2021-01-29 14:00:55,GIF,healthy eating,positive,50
2020-09-16 01:02:05,GIF,healthy eating,positive,60
2020-12-28 11:32:32,GIF,healthy eating,positive,70
2020-11-11 16:51:50,GIF,healthy eating,negative,5
2020-11-16 05:17:08,GIF,healthy eating,positive,75
2021-01-14 05:04:51,GIF,healthy eating,positive,60
2020-06-25 20:14:00,GIF,healthy eating,neutral,20
2020-10-10 22:35:45,GIF,healthy eating,negative,12
2021-03-09 23:33:32,GIF,healthy eating,positive,30
2020-08-01 07:00:42,GIF,healthy eating,negative,15
2021-04-07 06:52:44,GIF,healthy eating,positive,70
2020-11-25 07:16:54,GIF,healthy eating,positive,60
2021-03-27 02:30:31,GIF,healthy eating,positive,30
2020-08-27 08:31:42,GIF,healthy eating,positive,72
2020-08-16 03:28:45,GIF,healthy eating,negative,0
2020-10-28 03:29:38,GIF,healthy eating,negative,10
2021-03-07 11:31:50,GIF,cooking,negative,15
2021-02-01 02:32:49,GIF,cooking,negative,15
2020-08-26 04:32:23,GIF,cooking,negative,10
2021-02-02 20:14:03,GIF,cooking,neutral,35
2021-06-18 05:23:58,GIF,cooking,positive,75
2020-10-22 01:06:20,GIF,cooking,positive,30
2020-07-07 05:20:49,GIF,cooking,neutral,35
2021-01-12 04:10:52,GIF,cooking,positive,75
2021-03-18 18:48:47,GIF,cooking,positive,65
2020-08-28 05:03:09,GIF,cooking,positive,65
2020-10-20 06:35:18,GIF,cooking,positive,70
2021-05-31 15:54:56,GIF,cooking,positive,70
2020-09-02 02:26:22,GIF,cooking,positive,72
2021-06-15 23:54:03,GIF,cooking,neutral,20
2020-09-28 00:00:06,GIF,cooking,positive,45
2021-02-26 07:13:22,GIF,cooking,positive,70
2021-03-05 06:18:58,GIF,cooking,neutral,35
2021-02-26 02:08:28,GIF,cooking,positive,72
2021-05-12 04:23:21,GIF,cooking,positive,30
2021-01-04 03:48:47,GIF,cooking,neutral,20
2020-11-25 16:04:00,GIF,cooking,positive,65
2020-12-01 13:09:16,GIF,cooking,neutral,35
2020-07-21 13:52:09,GIF,cooking,neutral,35
2021-04-16 07:44:55,GIF,cooking,positive,65
2021-04-10 15:51:42,GIF,cooking,neutral,20
2020-11-01 09:38:37,GIF,cooking,positive,60
2020-12-17 17:27:48,GIF,cooking,neutral,35
2020-07-19 13:41:54,GIF,cooking,positive,60
2020-09-26 07:01:17,GIF,cooking,negative,15
2021-02-14 12:22:44,GIF,cooking,positive,45
2020-12-19 00:44:57,GIF,cooking,positive,72
2020-09-03 21:14:17,GIF,cooking,positive,50
2020-06-30 16:52:54,GIF,cooking,negative,0
2020-11-25 03:30:38,GIF,cooking,neutral,20
2021-02-20 22:18:42,GIF,cooking,positive,50
2021-02-16 11:25:34,GIF,cooking,neutral,20
2020-08-18 18:53:00,GIF,cooking,positive,70
2020-12-16 07:58:06,GIF,cooking,negative,5
2020-07-22 19:51:06,GIF,cooking,positive,70
2021-05-07 08:50:04,GIF,tennis,positive,45
2021-02-14 04:09:18,GIF,tennis,negative,12
2020-12-01 21:35:40,GIF,tennis,positive,72
2020-08-15 15:18:49,GIF,tennis,positive,72
2021-01-12 16:29:43,GIF,tennis,negative,0
2020-11-23 19:26:05,GIF,tennis,negative,10
2020-07-13 00:05:40,GIF,tennis,positive,50
2020-07-16 14:08:16,GIF,tennis,positive,70
2020-09-28 13:39:23,GIF,tennis,positive,65
2020-06-20 22:41:34,GIF,tennis,neutral,35
2021-03-08 09:09:44,GIF,tennis,negative,10
2021-05-02 21:14:05,GIF,tennis,neutral,35
2020-06-30 01:48:18,GIF,tennis,positive,50
2021-01-28 12:50:42,GIF,tennis,neutral,35
2020-08-14 04:34:38,GIF,tennis,neutral,20
2021-03-10 02:35:56,GIF,tennis,positive,30
2020-07-05 06:42:55,GIF,tennis,positive,70
2020-09-26 11:36:12,GIF,tennis,positive,72
2020-08-27 23:23:24,GIF,tennis,positive,72
2020-11-21 14:32:30,GIF,tennis,negative,15
2020-07-27 13:34:45,GIF,tennis,negative,15
2021-03-24 21:48:32,GIF,tennis,neutral,20
2021-02-18 02:56:22,GIF,tennis,negative,12
2020-10-18 05:40:17,GIF,tennis,neutral,20
2020-07-30 10:08:36,GIF,tennis,positive,45
2020-10-02 11:03:28,GIF,tennis,negative,0
2020-09-20 12:08:17,GIF,tennis,positive,72
2020-10-25 04:25:26,GIF,tennis,positive,30
2021-02-26 02:46:28,GIF,tennis,neutral,35
2021-04-23 15:08:22,video,education,negative,5
2020-09-04 14:34:59,video,education,positive,60
2021-01-07 23:58:13,video,education,neutral,35
2020-08-17 15:27:36,video,education,positive,45
2020-08-09 00:22:59,video,education,positive,30
2021-03-02 16:16:01,video,education,positive,75
2020-07-21 12:31:30,video,fitness,positive,30
2021-04-07 21:55:04,video,fitness,positive,45
2020-10-31 18:20:47,video,fitness,positive,70
2021-05-04 09:47:56,video,fitness,neutral,35
2020-08-22 19:07:58,video,fitness,neutral,35
2021-04-16 06:47:24,video,fitness,neutral,35
2020-10-24 20:26:08,video,fitness,positive,72
2020-08-02 13:06:54,video,fitness,neutral,20
2020-08-24 18:55:19,video,fitness,positive,65
2020-07-10 07:06:47,video,fitness,negative,0
2021-02-10 00:07:57,video,fitness,neutral,35
2020-09-29 06:56:23,video,fitness,negative,0
2021-04-23 09:04:43,GIF,travel,positive,70
2020-10-05 21:10:27,GIF,travel,positive,30
2021-01-05 18:44:10,GIF,travel,negative,5
2021-06-05 22:18:21,GIF,travel,negative,15
2020-06-29 18:30:32,GIF,travel,positive,45
2021-03-13 03:41:48,GIF,travel,negative,0
2020-12-09 11:42:18,GIF,travel,negative,5
2021-04-08 12:00:14,GIF,travel,negative,10
2020-09-18 21:42:16,GIF,travel,negative,0
2020-06-30 01:10:22,GIF,travel,neutral,20
2021-01-05 12:31:26,GIF,travel,positive,50
2021-02-01 03:31:19,GIF,travel,positive,50
2020-12-22 18:51:23,GIF,travel,positive,50
2020-10-27 02:30:04,GIF,travel,neutral,20
2020-07-27 16:16:41,GIF,travel,positive,65
2020-08-27 20:10:54,GIF,travel,neutral,20
2021-02-07 23:43:39,GIF,travel,negative,5
2021-04-08 12:05:59,GIF,travel,negative,0
2020-10-15 18:02:44,GIF,travel,neutral,20
2021-03-10 17:39:46,GIF,travel,positive,72
2020-10-07 12:09:28,GIF,travel,positive,70
2020-08-21 17:45:20,GIF,travel,positive,60
2021-06-18 02:06:47,GIF,travel,positive,72
2020-07-01 13:19:08,GIF,travel,positive,75
2021-03-07 04:30:59,GIF,travel,neutral,35
2021-01-12 12:07:29,GIF,travel,positive,60
2020-12-11 13:25:55,GIF,travel,positive,70
2020-12-20 19:28:40,GIF,travel,neutral,20
2020-10-18 09:26:47,GIF,travel,negative,5
2021-02-25 21:53:20,GIF,travel,negative,5
2020-07-16 11:13:24,GIF,travel,positive,60
2020-07-15 15:20:13,GIF,travel,negative,0
2020-10-23 00:17:07,GIF,travel,positive,70
2020-12-01 14:11:02,GIF,travel,positive,72
2020-12-26 16:07:18,GIF,travel,positive,70
2021-01-07 09:49:58,GIF,travel,negative,12
2020-11-11 18:21:43,GIF,travel,positive,60
2020-07-01 15:37:42,GIF,travel,neutral,35
2020-12-22 12:35:23,GIF,travel,positive,70
2020-07-15 09:17:57,GIF,travel,neutral,20
2020-07-07 14:43:04,GIF,travel,negative,0
2020-09-01 03:16:20,GIF,travel,positive,50
2020-10-25 04:18:44,GIF,healthy eating,negative,0
2021-02-27 02:47:59,GIF,healthy eating,positive,70
2020-07-05 21:36:43,GIF,healthy eating,positive,60
2020-06-21 14:42:32,GIF,healthy eating,neutral,20
2020-09-13 09:55:06,GIF,healthy eating,negative,12
2020-09-16 15:48:27,GIF,healthy eating,positive,60
2020-11-16 21:33:27,GIF,healthy eating,positive,70
2020-11-09 13:03:20,GIF,healthy eating,positive,70
2020-07-03 03:53:23,GIF,healthy eating,negative,0
2021-03-19 00:55:08,GIF,healthy eating,positive,65
2021-03-18 23:06:46,GIF,healthy eating,positive,70
2021-01-27 07:44:11,GIF,healthy eating,negative,15
2021-01-07 06:20:27,GIF,healthy eating,positive,72
2021-06-14 22:10:36,GIF,healthy eating,positive,50
2021-02-10 03:53:08,GIF,healthy eating,positive,65
2020-08-21 17:15:07,GIF,healthy eating,negative,15
2021-04-11 17:16:00,GIF,healthy eating,positive,75
2020-10-15 20:12:26,GIF,healthy eating,positive,70
2021-02-20 07:11:30,GIF,healthy eating,neutral,35
2020-11-04 16:29:48,GIF,healthy eating,negative,0
2021-04-09 06:45:22,GIF,healthy eating,positive,45
2021-02-11 12:34:24,GIF,healthy eating,positive,75
2020-08-14 10:45:03,GIF,healthy eating,positive,75
2021-03-12 10:52:12,GIF,healthy eating,negative,10
2021-06-05 10:12:32,GIF,healthy eating,neutral,20
2021-02-02 03:16:15,GIF,healthy eating,positive,60
2020-09-09 11:03:41,GIF,healthy eating,positive,60
2020-07-08 07:44:59,GIF,healthy eating,negative,0
2020-07-02 02:38:56,GIF,healthy eating,negative,5
2021-04-02 13:03:59,GIF,healthy eating,positive,75
2020-12-09 13:17:43,GIF,healthy eating,positive,50
2020-07-06 10:36:21,GIF,healthy eating,positive,30
2021-01-03 06:35:50,GIF,healthy eating,negative,0
2021-05-02 15:38:10,GIF,healthy eating,positive,60
2021-04-28 18:17:21,GIF,healthy eating,positive,45
2020-12-07 20:49:15,GIF,healthy eating,positive,60
2020-11-28 21:56:55,GIF,healthy eating,negative,0
2021-04-21 20:02:17,GIF,healthy eating,positive,65
2021-02-04 00:00:31,photo,soccer,neutral,20
2020-11-24 04:28:56,photo,soccer,positive,30
2021-01-30 23:43:57,photo,soccer,positive,72
2021-02-27 11:29:30,photo,soccer,positive,60
2020-12-01 17:02:55,photo,soccer,positive,70
2020-07-25 19:52:02,photo,soccer,positive,75
2021-06-15 14:35:29,photo,soccer,positive,70
2021-01-06 03:21:43,photo,soccer,positive,70
2020-09-08 07:51:39,photo,soccer,positive,60
2020-06-29 04:16:41,photo,soccer,positive,45
2021-03-19 16:08:28,photo,soccer,positive,45
2021-01-29 04:04:04,photo,soccer,positive,45
2021-02-25 17:26:33,photo,soccer,positive,65
2021-02-24 04:50:27,photo,soccer,negative,15
2021-04-05 05:44:57,photo,fitness,negative,10
2020-09-01 11:30:18,photo,fitness,neutral,20
2020-11-09 17:53:36,photo,fitness,negative,12
2020-07-21 10:55:45,photo,fitness,negative,0
2020-09-27 05:41:28,photo,fitness,negative,12
2020-06-19 04:55:46,photo,fitness,positive,50
2020-10-17 08:04:01,photo,fitness,positive,70
2020-09-14 15:25:49,photo,fitness,positive,45
2020-09-19 01:29:57,photo,fitness,positive,70
2020-07-10 04:42:43,photo,fitness,positive,65
2020-10-12 00:59:38,photo,fitness,positive,72
2021-04-28 02:35:00,photo,fitness,negative,5
2021-02-27 15:24:01,photo,fitness,positive,60
2020-11-11 19:20:52,photo,fitness,positive,70
2021-06-16 06:39:49,photo,fitness,positive,70
2021-02-16 01:11:53,photo,fitness,neutral,35
2021-01-23 20:46:37,photo,fitness,positive,70
2021-03-29 20:17:17,photo,fitness,positive,45
2020-09-23 03:44:21,photo,fitness,positive,72
2021-06-17 08:22:45,photo,fitness,positive,60
2021-01-29 15:11:00,photo,fitness,positive,72
2020-07-09 19:03:52,photo,fitness,positive,60
2020-09-04 05:25:38,photo,fitness,negative,15
2020-10-28 04:10:12,photo,fitness,negative,10
2020-08-02 07:07:18,photo,fitness,neutral,20
2021-05-21 04:48:59,photo,fitness,negative,0
2021-02-21 00:50:08,photo,fitness,positive,45
2020-11-02 07:06:29,photo,fitness,negative,15
2020-12-24 20:59:57,photo,fitness,negative,15
2020-11-15 22:33:48,photo,fitness,positive,75
2020-07-11 11:07:01,photo,fitness,negative,5
2020-11-10 14:33:08,photo,fitness,positive,75
2021-01-26 23:38:24,photo,fitness,positive,65
2021-06-11 19:57:24,photo,fitness,negative,15
2021-03-07 16:21:38,photo,fitness,positive,70
2021-02-17 22:10:24,photo,fitness,neutral,20
2020-10-13 07:25:28,photo,fitness,positive,70
2020-12-03 15:28:22,photo,fitness,positive,75
2021-04-18 05:49:35,video,fitness,positive,45
2020-12-22 19:21:53,video,fitness,negative,5
2020-11-15 04:24:01,video,fitness,neutral,20
2020-09-22 07:20:53,video,fitness,positive,75
2020-08-26 20:13:06,video,fitness,positive,65
2020-08-14 16:24:42,video,fitness,positive,70
2021-05-25 07:58:56,video,fitness,positive,60
2020-07-25 07:32:46,video,fitness,negative,10
2020-07-09 04:49:25,video,fitness,positive,45
